text1,text2,text3,text4,istrue
cnn,com,baseball,mlb,-1
http,thewb,warnerbros,com,-1
thewb,warnerbros,com,shows,-1
warnerbros,com,shows,gilmore,-1
com,shows,gilmore,girls,-1
http,www,gamestats,com,-1
www,gamestats,com,objects,-1
http,www,geocities,com,-1
www,geocities,com,niagarahookers,-1
http,www,michaiel,com,-1
http,www,insel,ch,-1
www,insel,ch,urologie,-1
insel,ch,urologie,en,-1
ch,urologie,en,krankheit,-1
urologie,en,krankheit,andr,-1
http,www,pp,okstate,-1
www,pp,okstate,edu,-1
pp,okstate,edu,ehs,-1
okstate,edu,ehs,modules,-1
edu,ehs,modules,bbp,-1
ehs,modules,bbp,htm,-1
http,www,highviewcampground,net,-1
http,www,linuxbroker,com,-1
http,www,adaptivesports,org,-1
www,adaptivesports,org,page,-1
adaptivesports,org,page,cfm,-1
org,page,cfm,pageid,-1
http,freewebs,com,painted,-1
freewebs,com,painted,illusions,-1
http,www,adriane,escort,-1
www,adriane,escort,com,-1
http,www,chass,utoronto,-1
www,chass,utoronto,ca,-1
chass,utoronto,ca,cir,-1
utoronto,ca,cir,library,-1
ca,cir,library,index,-1
http,www,tottonians,com,-1
http,www,iascnapa,org,-1
http,www,pontiacpower,com,-1
http,www,sultantheme,com,-1
http,www,babynursesamerica,com,-1
http,www,codonopsis,co,-1
www,codonopsis,co,uk,-1
http,members,tripod,com,-1
members,tripod,com,asheram,-1
tripod,com,asheram,hopeless,-1
com,asheram,hopeless,html,-1
http,www,stcms,si,-1
www,stcms,si,edu,-1
http,www,math,inst,-1
www,math,inst,hu,-1
math,inst,hu,pub,-1
inst,hu,pub,setop,-1
hu,pub,setop,setop,-1
pub,setop,setop,html,-1
http,www,realtreffen,de,-1
http,www,geocities,com,-1
www,geocities,com,leekchess,-1
http,www,worthplaying,com,-1
www,worthplaying,com,article,-1
worthplaying,com,article,php,-1
com,article,php,sid,-1
http,www,snutki,embroidery,-1
www,snutki,embroidery,gen,-1
snutki,embroidery,gen,nz,-1
http,www,geocities,com,-1
www,geocities,com,starsboosters,-1
http,www,dpbatour,com,-1
http,www,dns,be,-1
http,www,clickscarcover,com,-1
http,durpdg,dur,ac,-1
durpdg,dur,ac,uk,-1
dur,ac,uk,hepdata,-1
http,gladstone,uoregon,edu,-1
gladstone,uoregon,edu,kkg,-1
http,members,tripod,com,-1
members,tripod,com,gemina,-1
tripod,com,gemina,index,-1
com,gemina,index,html,-1
http,home,tiscali,nl,-1
home,tiscali,nl,lomo,-1
tiscali,nl,lomo,bracco,-1
nl,lomo,bracco,htm,-1
http,www,purlife,com,-1
http,www,alamedamuseum,org,-1
http,www,boisestate,edu,-1
www,boisestate,edu,tkd,-1
http,docs,hp,com,-1
docs,hp,com,mpeix,-1
hp,com,mpeix,all,-1
com,mpeix,all,index,-1
mpeix,all,index,html,-1
http,www,linux,com,-1
www,linux,com,article,-1
linux,com,article,pl,-1
com,article,pl,sid,-1
http,www,nei,nih,-1
www,nei,nih,gov,-1
nei,nih,gov,health,-1
nih,gov,health,cataract,-1
gov,health,cataract,catarac,-1
http,www,clevelandbays,com,-1
www,clevelandbays,com,au,-1
http,www,sce,cornell,-1
www,sce,cornell,edu,-1
http,www,mog,org,-1
http,www,concoursparts,com,-1
http,www,prokart,com,-1
www,prokart,com,au,-1
http,www,redbooks,ibm,-1
www,redbooks,ibm,com,-1
redbooks,ibm,com,portals,-1
ibm,com,portals,data,-1
http,www,ru,nl,-1
http,ps,ign,com,-1
ps,ign,com,articles,-1
ign,com,articles,p,-1
com,articles,p,html,-1
http,avelanch,tripod,com,-1
http,www,heptune,com,-1
www,heptune,com,cutfish,-1
heptune,com,cutfish,html,-1
http,www,deonixhosting,com,-1
http,www,floridagolflessons,com,-1
http,cell,transfection,blogspot,-1
cell,transfection,blogspot,com,-1
http,www,wingspan,co,-1
www,wingspan,co,nz,-1
wingspan,co,nz,falcon,-1
co,nz,falcon,facts,-1
nz,falcon,facts,html,-1
http,lamington,nrsm,uq,-1
lamington,nrsm,uq,edu,-1
nrsm,uq,edu,au,-1
uq,edu,au,documents,-1
edu,au,documents,bird,-1
http,www,ldeo,columbia,-1
www,ldeo,columbia,edu,-1
ldeo,columbia,edu,trl,-1
columbia,edu,trl,index,-1
edu,trl,index,html,-1
http,www,trainingtools,com,-1
http,www,astek,co,-1
www,astek,co,nz,-1
http,pc,ign,com,-1
pc,ign,com,objects,-1
ign,com,objects,html,-1
http,www,dukemednews,duke,-1
www,dukemednews,duke,edu,-1
dukemednews,duke,edu,home,-1
duke,edu,home,index,-1
edu,home,index,fla,-1
http,www,unl,edu,-1
www,unl,edu,gammaphi,-1
http,www,sprucecaboose,com,-1
http,www,stmarytx,edu,-1
www,stmarytx,edu,athletics,-1
stmarytx,edu,athletics,go,-1
edu,athletics,go,mbasket,-1
http,www,aip,org,-1
www,aip,org,enews,-1
aip,org,enews,physnews,-1
org,enews,physnews,split,-1
enews,physnews,split,p,-1
http,www,enigmacharters,co,-1
www,enigmacharters,co,uk,-1
http,www,bottlescents,com,-1
http,www,hmml,org,-1
www,hmml,org,arca,-1
hmml,org,arca,arca,-1
org,arca,arca,htm,-1
http,www,bytebackonline,com,-1
http,www,ima,mycology,-1
www,ima,mycology,org,-1
http,www,secondchancepetadoption,org,-1
http,digital,photo,retouching,-1
digital,photo,retouching,com,-1
http,www,erueru,jp,-1
http,dogmail,i,love,-1
dogmail,i,love,dogs,-1
i,love,dogs,com,-1
love,dogs,com,email,-1
dogs,com,email,scripts,-1
com,email,scripts,l,-1
http,the,link,free,-1
the,link,free,fr,-1
http,www,rwcommunications,co,-1
www,rwcommunications,co,uk,-1
http,yale,edu,swing,-1
http,www,avocadocentral,com,-1
www,avocadocentral,com,avocado,-1
avocadocentral,com,avocado,recipes,-1
com,avocado,recipes,php,-1
http,www,sleepingcat,com,-1
www,sleepingcat,com,other,-1
sleepingcat,com,other,kol,-1
http,patagonia,fly,fishing,-1
patagonia,fly,fishing,com,-1
http,www,sugarmaddy,com,-1
http,www,cris,com,-1
www,cris,com,krohl,-1
cris,com,krohl,tbrd,-1
com,krohl,tbrd,buzzy,-1
krohl,tbrd,buzzy,html,-1
http,www,geocities,com,-1
www,geocities,com,hollywood,-1
geocities,com,hollywood,lot,-1
com,hollywood,lot,as,-1
http,www,gdcta,org,-1
http,www,craigmarlatt,com,-1
www,craigmarlatt,com,canada,-1
craigmarlatt,com,canada,government,-1
http,www,zenshiatsu,us,-1
http,www,hr,duke,-1
www,hr,duke,edu,-1
hr,duke,edu,index,-1
duke,edu,index,html,-1
http,www,lagunitas,com,-1
http,iloko,tripod,com,-1
iloko,tripod,com,ilocano,-1
tripod,com,ilocano,html,-1
http,www,gamefaqs,com,-1
www,gamefaqs,com,console,-1
gamefaqs,com,console,ps,-1
com,console,ps,data,-1
http,www,eteamz,com,-1
www,eteamz,com,bringthepain,-1
http,psrc,aapt,org,-1
http,www,willbell,com,-1
www,willbell,com,software,-1
willbell,com,software,hypersky,-1
com,software,hypersky,hype,-1
http,www,outlaws,clanservers,-1
www,outlaws,clanservers,com,-1
http,www,wildcatracing,com,-1
http,www,sandiegofencing,com,-1
http,www,vickidaydesigns,com,-1
http,www,freewebs,com,-1
www,freewebs,com,asiadisaster,-1
http,www,zazzle,com,-1
www,zazzle,com,mk,-1
zazzle,com,mk,welcome,-1
com,mk,welcome,associates,-1
http,www,countryairecampground,com,-1
http,classifieds,speedhawaii,com,-1
http,lesleycooks,tripod,com,-1
lesleycooks,tripod,com,desserts,-1
tripod,com,desserts,streuse,-1
http,www,uniben,edu,-1
http,northernathleticsconf,com,sports,-1
northernathleticsconf,com,sports,golf,-1
com,sports,golf,men,-1
http,dollicious,com,magenta,-1
dollicious,com,magenta,index,-1
com,magenta,index,htm,-1
http,www,sallemauro,com,-1
http,www,jmu,edu,-1
www,jmu,edu,orgs,-1
jmu,edu,orgs,achesa,-1
edu,orgs,achesa,achesaindex,-1
orgs,achesa,achesaindex,htm,-1
http,home,earthlink,net,-1
home,earthlink,net,kmartin,-1
earthlink,net,kmartin,ftfps,-1
net,kmartin,ftfps,html,-1
http,www,thebridlepath,com,-1
http,www,hart,wattle,-1
www,hart,wattle,id,-1
hart,wattle,id,au,-1
wattle,id,au,alice,-1
http,www,pajonowoodworks,com,-1
http,www,thebicyclestore,com,-1
http,www,hotquanta,com,-1
www,hotquanta,com,ontime,-1
hotquanta,com,ontime,html,-1
http,www,nanodomainnames,com,-1
http,w,sz,union,-1
w,sz,union,rpi,-1
sz,union,rpi,edu,-1
http,www,historyofengland,net,-1
www,historyofengland,net,content,-1
historyofengland,net,content,catego,-1
http,www,cs,cmu,-1
www,cs,cmu,edu,-1
cs,cmu,edu,mjw,-1
cmu,edu,mjw,recipes,-1
edu,mjw,recipes,ethnic,-1
mjw,recipes,ethnic,greek,-1
http,sports,dir,groups,-1
sports,dir,groups,yahoo,-1
dir,groups,yahoo,com,-1
groups,yahoo,com,dir,-1
yahoo,com,dir,recreat,-1
http,www,deafhello,com,-1
http,www,raqueldarrian,com,-1
http,www,boxinginsider,com,-1
http,www,trashydiva,com,-1
http,www,goosedowns,com,-1
http,www,darklightimagery,net,-1
http,mewtwo,tripod,com,-1
mewtwo,tripod,com,normal,-1
tripod,com,normal,oddballz,-1
com,normal,oddballz,html,-1
http,sportsillustrated,cnn,com,-1
sportsillustrated,cnn,com,basketball,-1
cnn,com,basketball,nb,-1
http,www,keyworthunitedfc,co,-1
www,keyworthunitedfc,co,uk,-1
http,www,plantsciences,ucdavis,-1
www,plantsciences,ucdavis,edu,-1
plantsciences,ucdavis,edu,plantscie,-1
http,www,cvjm,pfadfinder,-1
www,cvjm,pfadfinder,esslingen,-1
cvjm,pfadfinder,esslingen,de,-1
http,www,rumbaclubhavanese,com,-1
http,airsoft,news,eu,-1
http,www,chitraining,com,-1
http,www,listaplane,com,-1
http,cat,conncoll,edu,-1
cat,conncoll,edu,internship,-1
conncoll,edu,internship,html,-1
http,groups,yahoo,com,-1
groups,yahoo,com,group,-1
yahoo,com,group,salvationx,-1
http,www,thomsongroup,com,-1
www,thomsongroup,com,au,-1
http,www,baysail,net,-1
http,www,intoxica,co,-1
www,intoxica,co,uk,-1
http,www,natca,net,-1
http,chicago,urban,history,-1
chicago,urban,history,org,-1
urban,history,org,sites,-1
history,org,sites,parks,-1
org,sites,parks,r,-1
http,www,olfd,com,-1
http,www,safersm,org,-1
http,porscheboy,u,com,-1
http,www,nsauditor,com,-1
http,www,infocom,if,-1
www,infocom,if,org,-1
infocom,if,org,authors,-1
if,org,authors,lebling,-1
org,authors,lebling,html,-1
http,www,mediaranch,net,-1
http,hive,cs,uwyo,-1
hive,cs,uwyo,edu,-1
cs,uwyo,edu,wspears,-1
http,www,yahair,com,-1
http,www,karlstrauss,com,-1
http,www,boardgame,de,-1
www,boardgame,de,reviews,-1
boardgame,de,reviews,voldampf,-1
de,reviews,voldampf,htm,-1
http,www,myvetonline,com,-1
www,myvetonline,com,website,-1
myvetonline,com,website,bouldervet,-1
http,www,badscience,net,-1
http,www,pokeroutlet,com,-1
http,biolinks,blauplanet,com,-1
biolinks,blauplanet,com,index,-1
blauplanet,com,index,uk,-1
com,index,uk,html,-1
http,tools,ietf,org,-1
tools,ietf,org,html,-1
ietf,org,html,rfc,-1
http,www,femengineering,com,-1
http,www,qlinklives,org,-1
http,www,riverdene,com,-1
www,riverdene,com,au,-1
http,www,chesstalk,com,-1
http,www,zenentrepreneur,com,-1
http,apintofknowledge,wordpress,com,-1
http,www,cbruch,homepage,-1
www,cbruch,homepage,t,-1
cbruch,homepage,t,online,-1
homepage,t,online,de,-1
t,online,de,rumba,-1
online,de,rumba,e,-1
http,sports,espn,go,-1
sports,espn,go,com,-1
espn,go,com,nba,-1
go,com,nba,players,-1
com,nba,players,profile,-1
http,www,uidaho,edu,-1
www,uidaho,edu,e,-1
uidaho,edu,e,journal,-1
edu,e,journal,ecoforestry,-1
http,www,matsuminers,org,-1
http,www,milfordobgyn,com,-1
http,www,ethnic,hotties,-1
www,ethnic,hotties,com,-1
http,groups,csail,mit,-1
groups,csail,mit,edu,-1
csail,mit,edu,cis,-1
http,www,ursinus,edu,-1
www,ursinus,edu,netcommunity,-1
ursinus,edu,netcommunity,page,-1
edu,netcommunity,page,aspx,-1
http,www,free,lesbian,-1
www,free,lesbian,pic,-1
free,lesbian,pic,com,-1
lesbian,pic,com,lesbian,-1
pic,com,lesbian,porn,-1
com,lesbian,porn,sex,-1
http,www,ems,ce,-1
www,ems,ce,com,-1
http,www,dipbot,unict,-1
www,dipbot,unict,it,-1
dipbot,unict,it,orto,-1
unict,it,orto,html,-1
http,www,saunadiana,nl,-1
http,aniarojczyk,republika,pl,-1
http,cms,firehouse,com,-1
cms,firehouse,com,content,-1
firehouse,com,content,jobs,-1
http,sports,yahoo,com,-1
sports,yahoo,com,ncaab,-1
yahoo,com,ncaab,teams,-1
com,ncaab,teams,far,-1
http,www,horticultureworld,net,-1
www,horticultureworld,net,mango,-1
horticultureworld,net,mango,researc,-1
http,www,networkworld,com,-1
www,networkworld,com,community,-1
networkworld,com,community,node,-1
http,www,membex,com,-1
http,math,colgate,edu,-1
math,colgate,edu,aaron,-1
colgate,edu,aaron,foata,-1
edu,aaron,foata,html,-1
http,www,accessdata,com,-1
http,www,westhillssoccer,com,-1
http,www,engelschall,com,-1
www,engelschall,com,u,-1
engelschall,com,u,sb,-1
com,u,sb,download,-1
u,sb,download,pkg,-1
sb,download,pkg,d,-1
http,tc,eserver,org,-1
tc,eserver,org,dir,-1
eserver,org,dir,dhtml,-1
http,www,originlab,com,-1
http,ucblibraries,colorado,edu,-1
ucblibraries,colorado,edu,govpubs,-1
colorado,edu,govpubs,for,-1
edu,govpubs,for,j,-1
http,www,virtualitalia,com,-1
www,virtualitalia,com,recipes,-1
virtualitalia,com,recipes,edible,-1
com,recipes,edible,we,-1
http,etext,virginia,edu,-1
etext,virginia,edu,etcbin,-1
virginia,edu,etcbin,ot,-1
edu,etcbin,ot,www,-1
etcbin,ot,www,pubeng,-1
http,www,cs,cmu,-1
www,cs,cmu,edu,-1
cs,cmu,edu,groups,-1
cmu,edu,groups,ml,-1
edu,groups,ml,ml,-1
groups,ml,ml,html,-1
http,www,bigwhite,com,-1
http,www,cheatcc,com,-1
www,cheatcc,com,n,-1
cheatcc,com,n,th,-1
com,n,th,ps,-1
n,th,ps,html,-1
http,www,ny,geocaching,-1
www,ny,geocaching,org,-1
http,www,geocities,com,-1
www,geocities,com,hartwellau,-1
http,www,mmmec,org,-1
http,ps,gamespy,com,-1
ps,gamespy,com,playstation,-1
gamespy,com,playstation,airforce,-1
http,www,thumbplay,com,-1
http,www,davidschor,com,-1
http,www,bke,hu,-1
http,www,ebuyingguides,com,-1
www,ebuyingguides,com,where,-1
ebuyingguides,com,where,speakers,-1
com,where,speakers,w,-1
where,speakers,w,htm,-1
http,www,vipbg,vcu,-1
www,vipbg,vcu,edu,-1
vipbg,vcu,edu,trimhap,-1
http,train,combat,com,-1
http,goblackbears,cstv,com,-1
goblackbears,cstv,com,sports,-1
cstv,com,sports,m,-1
com,sports,m,xc,-1
sports,m,xc,main,-1
http,www,millybee,com,-1
http,www,geocities,com,-1
www,geocities,com,deserontobulldogs,-1
http,www,dmiconsulting,com,-1
https,www,wicell,org,-1
http,www,med,umich,-1
www,med,umich,edu,-1
med,umich,edu,diabetes,-1
http,www,talisman,org,-1
www,talisman,org,quizzes,-1
talisman,org,quizzes,robin,-1
org,quizzes,robin,hood,-1
quizzes,robin,hood,mor,-1
http,www,dreampearls,com,-1
http,www,pnicholson,com,-1
http,maxpages,com,thena,-1
maxpages,com,thena,ladiscussion,-1
http,www,lausespitz,de,-1
http,www,sportsjones,com,-1
www,sportsjones,com,sj,-1
sportsjones,com,sj,shtml,-1
http,www,castletype,com,-1
http,www,knotnomore,com,-1
http,www,gamespot,com,-1
www,gamespot,com,n,-1
gamespot,com,n,sports,-1
com,n,sports,cybertiger,-1
http,www,eurogamer,net,-1
www,eurogamer,net,article,-1
eurogamer,net,article,php,-1
net,article,php,article,-1
article,php,article,i,-1
http,www,ntsb,gov,-1
www,ntsb,gov,publictn,-1
ntsb,gov,publictn,har,-1
gov,publictn,har,htm,-1
http,www,cwpost,liunet,-1
www,cwpost,liunet,edu,-1
cwpost,liunet,edu,cwis,-1
liunet,edu,cwis,cwp,-1
edu,cwis,cwp,library,-1
http,www,projectpee,com,-1
http,www,fuelcellcarnews,com,-1
http,www,geocities,com,-1
www,geocities,com,digpig,-1
http,www,fchd,info,-1
www,fchd,info,bedwortu,-1
fchd,info,bedwortu,htm,-1
http,www,phoebemoon,com,-1
www,phoebemoon,com,articles,-1
phoebemoon,com,articles,htm,-1
http,www,ahealthcafe,com,-1
http,www,allgame,com,-1
www,allgame,com,cg,-1
allgame,com,cg,agg,-1
com,cg,agg,dll,-1
cg,agg,dll,p,-1
agg,dll,p,agg,-1
dll,p,agg,amp;sq,-1
http,www,reathsnursery,com,-1
http,www,g,scop,-1
www,g,scop,fr,-1
g,scop,fr,moncelj,-1
http,www,factorysupply,net,-1
http,www,sarahthorsen,com,-1
http,www,aquaticcontroltech,com,-1
http,fantasie,hard,com,-1
http,candle,boutique,com,-1
http,muskingum,edu,home,-1
muskingum,edu,home,athletics,-1
edu,home,athletics,track,-1
home,athletics,track,inde,-1
http,familydoctor,org,xml,-1
http,www,kosharehistory,org,-1
www,kosharehistory,org,koshare,-1
kosharehistory,org,koshare,dancers,-1
http,www,wherecanfindpicturesof,com,-1
www,wherecanfindpicturesof,com,tinytits,-1
http,www,abc,scheduling,-1
www,abc,scheduling,com,-1
http,www,elsevier,com,-1
www,elsevier,com,homepage,-1
elsevier,com,homepage,sae,-1
com,homepage,sae,econworld,-1
http,thekimonocompany,co,uk,-1
http,www,nomad,online,-1
www,nomad,online,co,-1
nomad,online,co,uk,-1
online,co,uk,directory,-1
co,uk,directory,saltde,-1
http,www,apam,columbia,-1
www,apam,columbia,edu,-1
apam,columbia,edu,apam,-1
columbia,edu,apam,plasma,-1
edu,apam,plasma,plasm,-1
http,www,fchd,info,-1
www,fchd,info,rochdale,-1
fchd,info,rochdale,htm,-1
http,www,ctv,ca,-1
www,ctv,ca,news,-1
http,www,dbi,tech,-1
www,dbi,tech,com,-1
http,www,classiccarclub,org,-1
http,www,reslife,org,-1
www,reslife,org,clst,-1
http,www,bracesteens,com,-1
http,www,yourmlssearch,com,-1
http,www,rheumakids,de,-1
http,www,aded,correspondcourses,-1
www,aded,correspondcourses,com,-1
http,www,jimmyandsharonwilliams,com,-1
www,jimmyandsharonwilliams,com,njroads,-1
http,www,lipsg,com,-1
http,homepage,hispeed,ch,-1
homepage,hispeed,ch,jin,-1
hispeed,ch,jin,lu,-1
http,www,highrock,com,-1
www,highrock,com,costarica,-1
highrock,com,costarica,index,-1
com,costarica,index,html,-1
http,commonground,mines,edu,-1
http,www,poolspa,com,-1
http,www,sexemateur,com,-1
http,www,skydanceheadgear,com,-1
http,www,studentwiki,co,-1
www,studentwiki,co,uk,-1
http,www,travelphoto,co,-1
www,travelphoto,co,uk,-1
http,www,stocktonmodeller,co,-1
www,stocktonmodeller,co,uk,-1
http,www,allteens,com,-1
http,www,calderglenharriers,org,-1
www,calderglenharriers,org,uk,-1
http,www,localneedle,com,-1
http,www,lyacamps,com,-1
http,pdmarsh,home,mchsi,-1
pdmarsh,home,mchsi,com,-1
home,mchsi,com,psm,-1
mchsi,com,psm,plasticscale,-1
http,www,genesisce,org,-1
http,marina,onnet,ch,-1
http,www,nwbackpack,com,-1
http,www,ship,of,-1
www,ship,of,fools,-1
ship,of,fools,com,-1
http,www,halsys,com,-1
http,students,ubc,ca,-1
students,ubc,ca,calendar,-1
http,xbox,gamespy,com,-1
xbox,gamespy,com,xbox,-1
gamespy,com,xbox,broken,-1
com,xbox,broken,sword,-1
xbox,broken,sword,the,-1
http,www,sroa,org,-1
http,www,npwrc,usgs,-1
www,npwrc,usgs,gov,-1
npwrc,usgs,gov,resource,-1
usgs,gov,resource,herps,-1
gov,resource,herps,amphi,-1
http,www,dafickstudio,com,-1
http,www,levity,com,-1
www,levity,com,alchemy,-1
levity,com,alchemy,index,-1
com,alchemy,index,html,-1
http,www,solid,scape,-1
www,solid,scape,com,-1
http,www,aacsb,edu,-1
http,www,sweatermeat,net,-1
www,sweatermeat,net,plunging,-1
sweatermeat,net,plunging,index,-1
net,plunging,index,html,-1
http,www,zades,com,-1
www,zades,com,au,-1
zades,com,au,geelong,-1
com,au,geelong,maritime,-1
au,geelong,maritime,html,-1
http,www,titans,uwosh,-1
www,titans,uwosh,edu,-1
titans,uwosh,edu,mcrosscountry,-1
uwosh,edu,mcrosscountry,inde,-1
http,www,thisoldtoy,com,-1
http,home,comcast,net,-1
home,comcast,net,spammeister,-1
http,www,lamonbrewster,com,-1
http,mmf,bisexual,pictures,-1
mmf,bisexual,pictures,bisexual,-1
bisexual,pictures,bisexual,pics,-1
pictures,bisexual,pics,com,-1
http,www,uiuc,edu,-1
www,uiuc,edu,ro,-1
uiuc,edu,ro,atius,-1
http,www,rvandcampoutwest,com,-1
http,www,kittygrass,com,-1
http,birds,cornell,edu,-1
birds,cornell,edu,birdhouse,-1
cornell,edu,birdhouse,bird,-1
edu,birdhouse,bird,bios,-1
birdhouse,bird,bios,s,-1
http,pacek,tripod,com,-1
pacek,tripod,com,whspage,-1
tripod,com,whspage,mspaceks,-1
com,whspage,mspaceks,htm,-1
http,www,eastolympiacruisers,com,-1
http,www,anjou,bike,-1
www,anjou,bike,center,-1
anjou,bike,center,com,-1
http,www,berlex,foundation,-1
www,berlex,foundation,org,-1
http,www,escience,ca,-1
http,www,nostalgic,net,-1
http,www,wave,net,-1
www,wave,net,upg,-1
wave,net,upg,immigration,-1
net,upg,immigration,sic,-1
upg,immigration,sic,index,-1
http,www,ipha,org,-1
http,www,supertom,com,-1
www,supertom,com,menugen,-1
http,www,ergodraw,com,-1
http,athletics,mcm,edu,-1
athletics,mcm,edu,index,-1
mcm,edu,index,asp,-1
edu,index,asp,path,-1
index,asp,path,wbball,-1
http,www,seadee,com,-1
http,www,ifors,ms,-1
www,ifors,ms,unimelb,-1
ifors,ms,unimelb,edu,-1
ms,unimelb,edu,au,-1
unimelb,edu,au,tutorial,-1
http,www,riskworld,com,-1
http,synesis,com,au,-1
synesis,com,au,publishing,-1
com,au,publishing,imperfect,-1
au,publishing,imperfect,cpp,-1
http,www,funandsun,com,-1
www,funandsun,com,tocf,-1
funandsun,com,tocf,wildlife,-1
com,tocf,wildlife,turtle,-1
http,www,acmetech,co,-1
www,acmetech,co,uk,-1
http,www,imperva,com,-1
http,www,vcpa,com,-1
www,vcpa,com,au,-1
vcpa,com,au,index,-1
com,au,index,php,-1
au,index,php,option,-1
index,php,option,com,-1
php,option,com,co,-1
http,www,irisinteractive,com,-1
http,www,subsume,com,-1
http,members,home,nl,-1
members,home,nl,paradise,-1
home,nl,paradise,gt,-1
http,blogjackets,blogspot,com,-1
http,www,budget,com,-1
www,budget,com,article,-1
budget,com,article,htm,-1
http,www,scubabyte,com,-1
http,www,cham,s,-1
www,cham,s,com,-1
cham,s,com,uk,-1
s,com,uk,default,-1
com,uk,default,asp,-1
http,www,seabrooks,com,-1
http,xbox,ign,com,-1
http,www,millbreaux,com,-1
http,www,gang,wars,-1
www,gang,wars,com,-1
http,www,apsnet,org,-1
www,apsnet,org,online,-1
apsnet,org,online,common,-1
org,online,common,names,-1
online,common,names,hemp,-1
http,www,tanzanitejewelrydesigns,com,-1
http,www,newbedford,ma,-1
www,newbedford,ma,gov,-1
newbedford,ma,gov,fire,-1
ma,gov,fire,museum,-1
gov,fire,museum,html,-1
http,www,nhscs,org,-1
http,www,blessedexpectations,com,-1
http,www,gh,co,-1
www,gh,co,uk,-1
http,www,south,com,-1
www,south,com,information,-1
south,com,information,antarctic,-1
com,information,antarctic,a,-1
http,professionals,epilepsy,com,-1
professionals,epilepsy,com,page,-1
epilepsy,com,page,mycobac,-1
http,www,mentattech,com,-1
www,mentattech,com,themes,-1
mentattech,com,themes,mentat,-1
com,themes,mentat,dreamc,-1
http,www,iitm,ac,-1
www,iitm,ac,in,-1
http,www,cantour,com,-1
http,www,librarything,com,-1
http,www,pg,gq,-1
www,pg,gq,nu,-1
http,www,sk,parks,-1
www,sk,parks,com,-1
http,www,newcartestdrive,com,-1
www,newcartestdrive,com,review,-1
newcartestdrive,com,review,list,-1
com,review,list,cfm,-1
http,web,uwindsor,ca,-1
web,uwindsor,ca,courses,-1
uwindsor,ca,courses,biology,-1
ca,courses,biology,dmenni,-1
http,www,lesclesjunior,com,-1
http,www,familyfirstaid,co,-1
www,familyfirstaid,co,uk,-1
http,www,danssmallpartsandkits,net,-1
http,www,eckerd,edu,-1
http,games,teamxbox,com,-1
games,teamxbox,com,xbox,-1
teamxbox,com,xbox,call,-1
com,xbox,call,o,-1
http,www,etnparts,com,-1
http,www,urbanfonts,com,-1
http,www,j,m,-1
www,j,m,s,-1
j,m,s,de,-1
m,s,de,sw,-1
s,de,sw,thai,-1
de,sw,thai,htm,-1
http,www,vu,union,-1
www,vu,union,edu,-1
vu,union,edu,ucems,-1
http,www,titan,com,-1
www,titan,com,products,-1
titan,com,products,services,-1
com,products,services,abstrac,-1
http,www,rxlist,com,-1
www,rxlist,com,cgi,-1
rxlist,com,cgi,generic,-1
com,cgi,generic,cefixime,-1
cgi,generic,cefixime,htm,-1
http,www,tmc,edu,-1
www,tmc,edu,thi,-1
http,www,emedicinehealth,com,-1
www,emedicinehealth,com,articles,-1
http,www,urmc,rochester,-1
www,urmc,rochester,edu,-1
urmc,rochester,edu,dentistry,-1
http,www,fs,fed,-1
www,fs,fed,us,-1
fs,fed,us,database,-1
fed,us,database,feis,-1
us,database,feis,plants,-1
database,feis,plants,tree,-1
http,tools,ietf,org,-1
tools,ietf,org,html,-1
ietf,org,html,rfc,-1
http,www,fchd,info,-1
www,fchd,info,winscomb,-1
fchd,info,winscomb,htm,-1
http,www,siliconestop,com,-1
http,www,abacogroup,com,-1
www,abacogroup,com,eng,-1
abacogroup,com,eng,products,-1
com,eng,products,index,-1
eng,products,index,htm,-1
http,www,sandtechnology,com,-1
http,www,bushinbooks,com,-1
http,www,unchainedguitars,com,-1
http,www,hotel,sophia,-1
www,hotel,sophia,jp,-1
http,cbs,sportsline,com,-1
cbs,sportsline,com,u,-1
sportsline,com,u,basketball,-1
com,u,basketball,college,-1
http,www,geocities,com,-1
www,geocities,com,yardcocks,-1
http,www,safetyzone,org,-1
http,wii,ign,com,-1
wii,ign,com,objects,-1
ign,com,objects,html,-1
http,www,eurogamer,net,-1
www,eurogamer,net,article,-1
eurogamer,net,article,php,-1
net,article,php,article,-1
article,php,article,i,-1
http,www,fittits,com,-1
www,fittits,com,crystal,-1
fittits,com,crystal,storm,-1
com,crystal,storm,fnp,-1
crystal,storm,fnp,html,-1
http,creatures,ifas,ufl,-1
creatures,ifas,ufl,edu,-1
ifas,ufl,edu,orn,-1
ufl,edu,orn,palms,-1
edu,orn,palms,aceria,-1
http,www,angelfire,com,-1
www,angelfire,com,empire,-1
angelfire,com,empire,leatherdoc,-1
http,www,esotericsports,com,-1
http,www,minidollhousestuff,com,-1
http,www,radiologyinfo,org,-1
www,radiologyinfo,org,en,-1
radiologyinfo,org,en,info,-1
org,en,info,cfm,-1
en,info,cfm,pg,-1
info,cfm,pg,lo,-1
http,www,appleofyourpie,com,-1
http,www,freshcleanday,com,-1
http,www,usbackbone,net,-1
http,www,petitepaws,org,-1
http,freenet,homepage,de,-1
freenet,homepage,de,vincent,-1
homepage,de,vincent,html,-1
http,www,cyclonejim,com,-1
http,www,animationplayhouse,com,-1
