text1,text2,text3,text4,class
scorecard,stats,lineups,sky,14.0
india,vs,south,africa,14.0
vs,south,africa,live,14.0
south,africa,live,stream,14.0
africa,live,stream,tv,14.0
live,stream,tv,channel,14.0
stream,tv,channel,s,14.0
list,schools,from,over,6.0
schools,from,over,india,6.0
greenwood,high,international,school,10.0
high,international,school,ib,10.0
international,school,ib,icse,10.0
school,ib,icse,sc,10.0
st,john,high,school,10.0
loreto,house,kolkata,school,10.0
house,kolkata,school,kolkata,10.0
kolkata,school,kolkata,icse,10.0
school,kolkata,icse,isc,10.0
kolkata,icse,isc,s,10.0
the,mother,international,school,10.0
mallya,aditi,international,school,10.0
kolkata,st,xavier,collegiate,10.0
st,xavier,collegiate,school,10.0
xavier,collegiate,school,boys,10.0
collegiate,school,boys,park,10.0
the,doon,school,home,10.0
the,sanskaar,valley,school,10.0
sanskaar,valley,school,boarding,10.0
valley,school,boarding,schools,10.0
school,boarding,schools,india,10.0
st,mary,school,icse,10.0
mary,school,icse,mazagaon,10.0
scindia,school,boarding,school,10.0
school,boarding,school,boys,10.0
boarding,school,boys,india,10.0
school,boys,india,memb,10.0
best,day,boarding,school,10.0
day,boarding,school,delhi,10.0
boarding,school,delhi,gurgaon,10.0
school,delhi,gurgaon,india,10.0
delhi,gurgaon,india,i,10.0
th,school,india,cbse,10.0
school,india,cbse,school,10.0
india,cbse,school,bhubaneswar,10.0
cbse,school,bhubaneswar,odisha,10.0
st,mary,school,pune,10.0
bishop,cotton,boys,school,10.0
cotton,boys,school,bangalore,10.0
icse,igcse,ibdp,school,10.0
igcse,ibdp,school,mumbai,10.0
ibdp,school,mumbai,international,10.0
school,mumbai,international,bo,10.0
pc,games,websites,download,4.0
games,websites,download,games,4.0
list,video,games,websites,4.0
video,games,websites,wikipedia,4.0
acid,play,games,site,4.0
best,old,games,download,4.0
old,games,download,bestold,4.0
games,download,bestold,net,4.0
caiman,games,utilities,ware,4.0
games,utilities,ware,games,4.0
utilities,ware,games,breakout,4.0
ware,games,breakout,arc,4.0
k,pc,games,k,4.0
games,blogging,liberated,life,4.0
reloadedorg,download,ware,games,4.0
download,ware,games,retro,4.0
ware,games,retro,remakes,4.0
computer,games,games,downloads,4.0
games,games,downloads,rules,4.0
games,downloads,rules,previews,4.0
adventure,games,reviews,news,4.0
games,reviews,news,trailers,4.0
reviews,news,trailers,intervie,4.0
news,spieletests,pc,konsole,4.0
spieletests,pc,konsole,handheld,4.0
pc,konsole,handheld,tablet,4.0
konsole,handheld,tablet,au,4.0
up,video,games,reviews,4.0
video,games,reviews,cheats,4.0
games,reviews,cheats,more,4.0
error,requested,url,could,4.0
requested,url,could,not,4.0
url,could,not,be,4.0
could,not,be,retrieved,4.0
play,games,armor,games,4.0
pc,console,games,news,4.0
console,games,news,videos,4.0
games,news,videos,reviews,4.0
news,videos,reviews,videogamesr,4.0
playstation,universe,ps,ps,4.0
universe,ps,ps,pro,4.0
ps,ps,pro,psvr,4.0
ps,pro,psvr,ps,4.0
pro,psvr,ps,vita,4.0
psvr,ps,vita,ne,4.0
a,games,with,style,4.0
friv,games,jogos,juegos,4.0
crazy,games,games,crazy,4.0
popcap,studios,official,ea,4.0
studios,official,ea,site,4.0
play,games,games,atmegames,4.0
putlocker,movies,tv,shows,1.0
movies,tv,shows,just,1.0
tv,shows,just,go,1.0
shows,just,go,watch,1.0
just,go,watch,it,1.0
system,requirements,xfinity,stream,1.0
watch,movies,tv,shows,1.0
movies,tv,shows,streaming,1.0
tv,shows,streaming,movies,1.0
shows,streaming,movies,tv,1.0
streaming,movies,tv,tubi,1.0
watch,movies,tv,shows,1.0
movies,tv,shows,oneflixorg,1.0
watch,series,tv,shows,1.0
series,tv,shows,stream,1.0
tv,shows,stream,live,1.0
shows,stream,live,tv,1.0
stream,live,tv,episodes,1.0
watch,series,putlocker,movies,1.0
watch,series,episodes,tv,1.0
series,episodes,tv,shows,1.0
episodes,tv,shows,streaming,1.0
tv,shows,streaming,»,1.0
art,culture,design,music,1.0
culture,design,music,style,1.0
design,music,style,crave,1.0
celebrity,news,photos,memes,1.0
news,photos,memes,viral,1.0
photos,memes,viral,video,1.0
memes,viral,video,cambio,1.0
geekadelphia,guide,everything,geek,1.0
guide,everything,geek,philadelphia,1.0
cbr,world,destination,comic,1.0
world,destination,comic,movie,1.0
destination,comic,movie,tv,1.0
comic,movie,tv,news,1.0
mockery,dedicated,what,really,1.0
dedicated,what,really,matters,1.0
what,really,matters,life,1.0
really,matters,life,b,1.0
matters,life,b,m,1.0
hotstar,watch,tv,shows,1.0
watch,tv,shows,movies,1.0
tv,shows,movies,live,1.0
shows,movies,live,cricket,1.0
movies,live,cricket,mat,1.0
funny,videos,funny,clips,1.0
videos,funny,clips,funny,1.0
funny,clips,funny,pictures,1.0
clips,funny,pictures,break,1.0
w,schools,web,tutorials,10.0
amazingly,simple,graphic,design,10.0
simple,graphic,design,software,10.0
graphic,design,software,–,10.0
design,software,–,canva,10.0
wikihow,how,do,anything,10.0
cram,create,share,flashcards,10.0
courses,nanodegree,programs,udacity,10.0
khan,academy,courses,lessons,10.0
academy,courses,lessons,practice,10.0
access,this,page,has,10.0
this,page,has,been,10.0
page,has,been,denied,10.0
drawspace,now,everyone,can,10.0
now,everyone,can,draw,10.0
academicearthorg,courses,from,colleges,10.0
lessons,worth,sharing,ted,10.0
worth,sharing,ted,ed,10.0
share,discover,knowledge,linkedin,10.0
discover,knowledge,linkedin,slideshare,10.0
welcome,open,yale,courses,10.0
shodor,national,resource,computational,10.0
national,resource,computational,science,10.0
sucuri,website,firewall,access,10.0
website,firewall,access,denied,10.0
featured,content,openlearn,open,10.0
content,openlearn,open,university,10.0
the,cultural,educational,media,10.0
cultural,educational,media,web,10.0
educational,media,web,open,10.0
media,web,open,culture,10.0
quora,place,share,knowledge,10.0
place,share,knowledge,better,10.0
share,knowledge,better,understand,10.0
academic,success,center,oregon,10.0
success,center,oregon,state,10.0
center,oregon,state,university,10.0
ideone,compiler,ide,c,10.0
compiler,ide,c,c,10.0
ide,c,c,java,10.0
c,c,java,php,10.0
c,java,php,python,10.0
java,php,python,perl,10.0
php,python,perl,o,10.0
cultural,educational,media,web,10.0
educational,media,web,open,10.0
media,web,open,culture,10.0
ted,ideas,worth,spreading,10.0
edx,courses,from,world,10.0
courses,from,world,universities,10.0
learning,programs,kutztown,university,10.0
shorttext,post,mation,share,10.0
post,mation,share,it,10.0
converter,convert,video,images,10.0
convert,video,images,audio,10.0
video,images,audio,documents,10.0
mit,opencourseware,course,materials,10.0
computer,programming,mathematics,technical,10.0
programming,mathematics,technical,boo,10.0
lifehacker,uk,life,hacks,10.0
uk,life,hacks,tips,10.0
life,hacks,tips,tricks,10.0
webmd,better,mation,better,5.0
better,mation,better,health,5.0
nhs,choices,home,page,5.0
don,t,pass,it,5.0
t,pass,it,home,5.0
pass,it,home,sti,5.0
it,home,sti,test,5.0
home,sti,test,chlamydia,5.0
sti,test,chlamydia,test,5.0
test,chlamydia,test,std,5.0
gumtree,classified,ads,from,12.0
classified,ads,from,classifieds,12.0
ads,from,classifieds,site,12.0
from,classifieds,site,uk,12.0
the,book,pond,buy,12.0
book,pond,buy,sell,12.0
pond,buy,sell,cheap,12.0
buy,sell,cheap,university,12.0
sell,cheap,university,books,12.0
groupon,deals,coupons,restaurants,12.0
deals,coupons,restaurants,fitness,12.0
coupons,restaurants,fitness,trav,12.0
mint,money,manager,bills,2.0
money,manager,bills,credit,2.0
manager,bills,credit,score,2.0
bills,credit,score,budgeting,2.0
wise,bread,personal,finance,2.0
bread,personal,finance,frugal,2.0
personal,finance,frugal,living,2.0
finance,frugal,living,ums,2.0
businessmen,economics,new,york,2.0
economics,new,york,times,2.0
businessmen,economics,new,york,2.0
economics,new,york,times,2.0
tsd,frugal,living,savings,2.0
frugal,living,savings,credit,2.0
living,savings,credit,cards,2.0
savings,credit,cards,cd,2.0
credit,cards,cd,rate,2.0
the,center,economic,policy,2.0
center,economic,policy,research,2.0
jared,bernstein,economy,wisdom,2.0
bernstein,economy,wisdom,is,2.0
economy,wisdom,is,respected,2.0
wisdom,is,respected,h,2.0
macnomics,blog,economics,cia,2.0
blog,economics,cia,u,2.0
economics,cia,u,mackenzie,2.0
the,daily,signal,policy,2.0
daily,signal,policy,news,2.0
signal,policy,news,conservative,2.0
policy,news,conservative,anal,2.0
freakonomics,hidden,side,everything,2.0
hidden,side,everything,freakonomi,2.0
economic,news,analysis,discussion,2.0
news,analysis,discussion,economonitor,2.0
cheap,talk,blog,about,2.0
talk,blog,about,economics,2.0
blog,about,economics,politics,2.0
about,economics,politics,rando,2.0
entertainment,news,celebrity,gossip,1.0
news,celebrity,gossip,celebrity,1.0
perez,hilton,hollywood,hottest,1.0
hilton,hollywood,hottest,celebrity,1.0
hollywood,hottest,celebrity,gossip,1.0
rotten,tomatoes,movies,tv,1.0
tomatoes,movies,tv,shows,1.0
movies,tv,shows,movie,1.0
tv,shows,movie,trailers,1.0
imdb,movies,tv,celebrities,1.0
movies,tv,celebrities,imdb,1.0
netflix,india,watch,tv,1.0
india,watch,tv,programmes,1.0
watch,tv,programmes,watch,1.0
tv,programmes,watch,films,1.0
tv,shows,movies,watch,1.0
shows,movies,watch,your,1.0
movies,watch,your,favorite,1.0
watch,your,favorite,tv,1.0
your,favorite,tv,episode,1.0
games,my,faves,flash,4.0
my,faves,flash,games,4.0
music,new,music,news,1.0
new,music,news,reviews,1.0
music,news,reviews,pictures,1.0
news,reviews,pictures,videos,1.0
yardbarker,rumors,news,videos,1.0
rumors,news,videos,discussion,1.0
funny,die,funny,videos,1.0
die,funny,videos,funny,1.0
funny,videos,funny,video,1.0
videos,funny,video,clips,1.0
funny,video,clips,funny,1.0
default,web,site,page,1.0
hungama,listen,latest,songs,1.0
listen,latest,songs,hindi,1.0
latest,songs,hindi,bollywood,1.0
songs,hindi,bollywood,so,1.0
welcome,contests,win,quizzes,1.0
contests,win,quizzes,crosswords,1.0
win,quizzes,crosswords,hangma,1.0
santabanta,jokes,sms,wallpapers,1.0
jokes,sms,wallpapers,bollywood,1.0
sms,wallpapers,bollywood,movi,1.0
bollywood,news,movie,music,1.0
news,movie,music,fashion,1.0
movie,music,fashion,reviews,1.0
my,generation,stars,are,1.0
generation,stars,are,lucky,1.0
stars,are,lucky,have,1.0
are,lucky,have,loyal,1.0
lucky,have,loyal,fan,1.0
have,loyal,fan,f,1.0
news,india,news,latest,8.0
india,news,latest,bollywood,8.0
news,latest,bollywood,news,8.0
latest,bollywood,news,news,8.0
russian,machine,never,breaks,14.0
category,mixed,martial,arts,14.0
mixed,martial,arts,websites,14.0
category,fantasy,sports,websites,14.0
